rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
140.0,Mauritania,MTN,191.0,184.0,-1,CAF,2008-09-03
130.0,Liechtenstein,LIE,225.0,230.0,2,UEFA,2008-09-03
141.0,Eswatini,SWZ,190.0,199.0,8,CAF,2008-09-03
143.0,Fiji,FIJ,185.0,174.0,-3,OFC,2008-09-03
144.0,Liberia,LBR,183.0,183.0,2,CAF,2008-09-03
145.0,Sierra Leone,SLE,181.0,193.0,11,CAF,2008-09-03
146.0,Puerto Rico,PUR,180.0,180.0,3,CONCACAF,2008-09-03
147.0,St Vincent and the Grenadines,VIN,173.0,162.0,-3,CONCACAF,2008-09-03
147.0,Netherlands Antilles,ANT,173.0,173.0,0,CONCACAF,2008-09-03
147.0,Lebanon,LBN,173.0,172.0,-2,AFC,2008-09-03
150.0,Vanuatu,VAN,171.0,157.0,-1,OFC,2008-09-03
151.0,India,IND,166.0,131.0,-2,AFC,2008-09-03
153.0,Solomon Islands,SOL,140.0,225.0,24,OFC,2008-09-03
141.0,Madagascar,MAD,190.0,192.0,5,CAF,2008-09-03
154.0,Tajikistan,TJK,136.0,127.0,-2,AFC,2008-09-03
129.0,Singapore,SGP,229.0,232.0,3,AFC,2008-09-03
127.0,Chad,CHA,236.0,231.0,0,CAF,2008-09-03
104.0,Benin,BEN,349.0,350.0,2,CAF,2008-09-03
105.0,Jamaica,JAM,339.0,329.0,-3,CONCACAF,2008-09-03
106.0,Sudan,SDN,333.0,328.0,-3,CAF,2008-09-03
107.0,Iceland,ISL,332.0,369.0,10,UEFA,2008-09-03
108.0,Ethiopia,ETH,324.0,337.0,1,CAF,2008-09-03
109.0,United Arab Emirates,UAE,323.0,345.0,5,AFC,2008-09-03
110.0,Malawi,MWI,317.0,318.0,0,CAF,2008-09-03
111.0,New Zealand,NZL,316.0,316.0,0,OFC,2008-09-03
112.0,Guyana,GUY,315.0,265.0,-6,CONCACAF,2008-09-03
113.0,Jordan,JOR,306.0,289.0,-1,AFC,2008-09-03
128.0,Estonia,EST,234.0,256.0,7,UEFA,2008-09-03
114.0,Thailand,THA,305.0,304.0,2,AFC,2008-09-03
116.0,Korea DPR,PRK,296.0,372.0,22,AFC,2008-09-03
117.0,Tanzania,TAN,290.0,288.0,2,CAF,2008-09-03
117.0,Haiti,HAI,290.0,252.0,-6,CONCACAF,2008-09-03
119.0,Kuwait,KUW,285.0,274.0,2,AFC,2008-09-03
120.0,Kazakhstan,KAZ,270.0,236.0,-5,UEFA,2008-09-03
121.0,Namibia,NAM,257.0,240.0,-3,CAF,2008-09-03
122.0,Hong Kong,HKG,256.0,256.0,1,AFC,2008-09-03
122.0,Antigua and Barbuda,ATG,256.0,201.0,-10,CONCACAF,2008-09-03
124.0,Kyrgyz Republic,KGZ,253.0,178.0,-21,AFC,2008-09-03
125.0,Bermuda,BER,245.0,260.0,6,CONCACAF,2008-09-03
115.0,Botswana,BOT,299.0,297.0,2,CAF,2008-09-03
155.0,Maldives,MDV,133.0,129.0,1,AFC,2008-09-03
156.0,Lesotho,LES,119.0,122.0,-2,CAF,2008-09-03
157.0,Seychelles,SEY,117.0,110.0,-4,CAF,2008-09-03
184.0,Cayman Islands,CAY,36.0,36.0,-3,CONCACAF,2008-09-03
186.0,Andorra,AND,33.0,51.0,4,UEFA,2008-09-03
187.0,Tahiti,TAH,32.0,64.0,9,OFC,2008-09-03
187.0,Bhutan,BHU,32.0,32.0,-3,AFC,2008-09-03
187.0,Tonga,TGA,32.0,64.0,9,OFC,2008-09-03
190.0,Laos,LAO,27.0,34.0,1,AFC,2008-09-03
191.0,Dominica,DMA,25.0,25.0,0,CONCACAF,2008-09-03
192.0,Mongolia,MNG,24.0,24.0,0,AFC,2008-09-03
193.0,Aruba,ARU,22.0,22.0,0,CONCACAF,2008-09-03
194.0,US Virgin Islands,VIR,17.0,17.0,0,CONCACAF,2008-09-03
184.0,Brunei Darussalam,BRU,36.0,36.0,-3,AFC,2008-09-03
195.0,Comoros,COM,13.0,13.0,0,CAF,2008-09-03
197.0,Somalia,SOM,8.0,8.0,-1,CAF,2008-09-03
198.0,Faroe Islands,FRO,7.0,12.0,2,UEFA,2008-09-03
199.0,Central African Republic,CTA,6.0,6.0,0,CAF,2008-09-03
200.0,Papua New Guinea,PNG,0.0,0.0,0,OFC,2008-09-03
200.0,San Marino,SMR,0.0,0.0,0,UEFA,2008-09-03
200.0,Cook Islands,COK,0.0,0.0,0,OFC,2008-09-03
200.0,Anguilla,AIA,0.0,0.0,0,CONCACAF,2008-09-03
208.0,Sao Tome and Principe,STP,0.0,0.0,0,CAF,2008-09-03
200.0,Guam,GUM,0.0,0.0,0,AFC,2008-09-03
200.0,Montserrat,MSR,0.0,0.0,0,CONCACAF,2008-09-03
196.0,Macau,MAC,11.0,11.0,-1,AFC,2008-09-03
182.0,Djibouti,DJI,40.0,40.0,-4,CAF,2008-09-03
182.0,Afghanistan,AFG,40.0,43.0,-3,AFC,2008-09-03
181.0,Cambodia,CAM,43.0,50.0,-2,AFC,2008-09-03
158.0,Turkmenistan,TKM,114.0,114.0,-1,AFC,2008-09-03
159.0,St Kitts and Nevis,SKN,113.0,113.0,-1,CONCACAF,2008-09-03
160.0,Myanmar,MYA,112.0,125.0,3,AFC,2008-09-03
161.0,St Lucia,LCA,108.0,108.0,-1,CONCACAF,2008-09-03
161.0,Malaysia,MAS,108.0,108.0,-1,AFC,2008-09-03
163.0,Turks and Caicos Islands,TCA,96.0,96.0,-2,CONCACAF,2008-09-03
164.0,Sri Lanka,SRI,95.0,105.0,0,AFC,2008-09-03
165.0,Bahamas,BAH,94.0,96.0,0,CONCACAF,2008-09-03
166.0,Vietnam,VIE,92.0,96.0,1,AFC,2008-09-03
167.0,Philippines,PHI,89.0,89.0,-1,AFC,2008-09-03
168.0,Pakistan,PAK,88.0,89.0,0,AFC,2008-09-03
169.0,Mauritius,MRI,82.0,88.0,-1,CAF,2008-09-03
170.0,British Virgin Islands,VGB,79.0,79.0,-1,CONCACAF,2008-09-03
171.0,Niger,NIG,78.0,74.0,-1,CAF,2008-09-03
172.0,Guinea-Bissau,GNB,72.0,72.0,-2,CAF,2008-09-03
173.0,Palestine,PLE,71.0,74.0,1,AFC,2008-09-03
173.0,Belize,BLZ,71.0,71.0,-2,CONCACAF,2008-09-03
175.0,Chinese Taipei,TPE,68.0,68.0,-1,AFC,2008-09-03
176.0,Dominican Republic,DOM,66.0,66.0,-1,CONCACAF,2008-09-03
177.0,Samoa,SAM,64.0,128.0,22,OFC,2008-09-03
177.0,Nepal,NEP,64.0,61.0,-3,AFC,2008-09-03
179.0,Bangladesh,BAN,62.0,52.0,-2,AFC,2008-09-03
180.0,Nicaragua,NCA,45.0,45.0,-4,CONCACAF,2008-09-03
103.0,Mozambique,MOZ,351.0,341.0,-3,CAF,2008-09-03
102.0,Albania,ALB,352.0,359.0,1,UEFA,2008-09-03
126.0,Burundi,BDI,237.0,220.0,-4,CAF,2008-09-03
100.0,Congo,CGO,355.0,344.0,-5,CAF,2008-09-03
101.0,Austria,AUT,354.0,349.0,-2,UEFA,2008-09-03
28.0,USA,USA,788.0,767.0,-3,CONCACAF,2008-09-03
29.0,Colombia,COL,785.0,816.0,6,CONMEBOL,2008-09-03
30.0,Poland,POL,779.0,778.0,1,UEFA,2008-09-03
31.0,Sweden,SWE,773.0,801.0,5,UEFA,2008-09-03
32.0,Northern Ireland,NIR,761.0,750.0,0,UEFA,2008-09-03
33.0,Serbia,SRB,746.0,749.0,-1,UEFA,2008-09-03
34.0,Norway,NOR,733.0,778.0,5,UEFA,2008-09-03
35.0,Japan,JPN,707.0,727.0,0,AFC,2008-09-03
36.0,Denmark,DEN,696.0,722.0,0,UEFA,2008-09-03
26.0,Ukraine,UKR,799.0,786.0,-2,UEFA,2008-09-03
37.0,Morocco,MAR,671.0,690.0,0,CAF,2008-09-03
39.0,Australia,AUS,655.0,685.0,1,AFC,2008-09-03
40.0,Chile,CHI,654.0,680.0,1,CONMEBOL,2008-09-03
41.0,Guinea,GUI,650.0,670.0,1,CAF,2008-09-03
42.0,Finland,FIN,649.0,653.0,0,UEFA,2008-09-03
43.0,Switzerland,SUI,644.0,645.0,-1,UEFA,2008-09-03
44.0,Tunisia,TUN,643.0,629.0,-3,CAF,2008-09-03
45.0,Senegal,SEN,623.0,649.0,2,CAF,2008-09-03
46.0,IR Iran,IRN,614.0,643.0,1,AFC,2008-09-03
47.0,Mali,MLI,604.0,624.0,-1,CAF,2008-09-03
48.0,Moldova,MDA,573.0,622.0,-1,UEFA,2008-09-03
38.0,Republic of Ireland,IRL,662.0,666.0,-3,UEFA,2008-09-03
25.0,Paraguay,PAR,801.0,820.0,3,CONMEBOL,2008-09-03
24.0,Mexico,MEX,807.0,750.0,-8,CONCACAF,2008-09-03
23.0,Côte d'Ivoire,CIV,814.0,802.0,-2,CAF,2008-09-03
200.0,Timor-Leste,TLS,0.0,0.0,0,AFC,2008-09-03
1.0,Spain,ESP,1565.0,1557.0,0,UEFA,2008-09-03
2.0,Italy,ITA,1339.0,1320.0,-1,UEFA,2008-09-03
3.0,Germany,GER,1329.0,1343.0,1,UEFA,2008-09-03
4.0,Netherlands,NED,1295.0,1299.0,0,UEFA,2008-09-03
5.0,Croatia,CRO,1266.0,1282.0,0,UEFA,2008-09-03
6.0,Brazil,BRA,1252.0,1242.0,0,CONMEBOL,2008-09-03
7.0,Argentina,ARG,1230.0,1219.0,0,CONMEBOL,2008-09-03
8.0,Czechia,CZE,1134.0,1146.0,0,UEFA,2008-09-03
9.0,Portugal,POR,1120.0,1122.0,0,UEFA,2008-09-03
10.0,Turkey,TUR,1033.0,1010.0,-3,UEFA,2008-09-03
11.0,France,FRA,1019.0,1012.0,-1,UEFA,2008-09-03
12.0,Russia,RUS,1013.0,1023.0,2,UEFA,2008-09-03
13.0,Romania,ROU,1007.0,1021.0,2,UEFA,2008-09-03
14.0,Cameroon,CMR,999.0,994.0,-1,CAF,2008-09-03
15.0,England,ENG,991.0,1003.0,1,UEFA,2008-09-03
16.0,Scotland,SCO,976.0,988.0,0,UEFA,2008-09-03
16.0,Bulgaria,BUL,976.0,930.0,-1,UEFA,2008-09-03
18.0,Greece,GRE,921.0,896.0,0,UEFA,2008-09-03
19.0,Israel,ISR,874.0,876.0,-1,UEFA,2008-09-03
20.0,Ghana,GHA,864.0,892.0,1,CAF,2008-09-03
21.0,Egypt,EGY,841.0,851.0,0,CAF,2008-09-03
22.0,Uruguay,URU,817.0,813.0,-2,CONMEBOL,2008-09-03
48.0,Saudi Arabia,KSA,573.0,575.0,-4,AFC,2008-09-03
50.0,Hungary,HUN,561.0,591.0,0,UEFA,2008-09-03
27.0,Nigeria,NGA,791.0,788.0,0,CAF,2008-09-03
52.0,Ecuador,ECU,556.0,542.0,-4,CONMEBOL,2008-09-03
78.0,Togo,TOG,420.0,477.0,12,CAF,2008-09-03
79.0,Slovenia,SVN,415.0,426.0,2,UEFA,2008-09-03
80.0,Trinidad and Tobago,TRI,414.0,379.0,-12,CONCACAF,2008-09-03
81.0,Qatar,QAT,412.0,458.0,10,AFC,2008-09-03
81.0,Canada,CAN,412.0,412.0,2,CONCACAF,2008-09-03
83.0,Zimbabwe,ZIM,406.0,396.0,-1,CAF,2008-09-03
84.0,Suriname,SUR,405.0,396.0,0,CONCACAF,2008-09-03
85.0,Rwanda,RWA,400.0,399.0,2,CAF,2008-09-03
86.0,Kenya,KEN,395.0,384.0,-5,CAF,2008-09-03
87.0,Equatorial Guinea,EQG,392.0,403.0,6,CAF,2008-09-03
77.0,Georgia,GEO,421.0,393.0,-9,UEFA,2008-09-03
87.0,Uganda,UGA,392.0,371.0,-9,CAF,2008-09-03
90.0,Libya,LBY,386.0,392.0,3,CAF,2008-09-03
90.0,The Gambia,GAM,386.0,387.0,2,CAF,2008-09-03
92.0,Cuba,CUB,383.0,405.0,12,CONCACAF,2008-09-03
92.0,Oman,OMA,383.0,387.0,4,AFC,2008-09-03
94.0,China PR,CHN,375.0,369.0,-3,AFC,2008-09-03
95.0,New Caledonia,NCL,368.0,282.0,-21,OFC,2008-09-03
96.0,Panama,PAN,365.0,379.0,4,CONCACAF,2008-09-03
97.0,Syria,SYR,364.0,367.0,-2,AFC,2008-09-03
98.0,Armenia,ARM,358.0,372.0,4,UEFA,2008-09-03
51.0,Korea Republic,KOR,558.0,556.0,-2,AFC,2008-09-03
89.0,Cabo Verde,CPV,391.0,400.0,7,CAF,2008-09-03
76.0,Algeria,ALG,423.0,386.0,-14,CAF,2008-09-03
99.0,Guatemala,GUA,356.0,361.0,-1,CONCACAF,2008-09-03
73.0,Costa Rica,CRC,438.0,414.0,-5,CONCACAF,2008-09-03
75.0,Bosnia and Herzegovina,BIH,435.0,448.0,1,UEFA,2008-09-03
53.0,Wales,WAL,549.0,578.0,2,UEFA,2008-09-03
54.0,Lithuania,LTU,545.0,520.0,-5,UEFA,2008-09-03
55.0,Belgium,BEL,530.0,637.0,9,UEFA,2008-09-03
56.0,North Macedonia,MKD,519.0,548.0,2,UEFA,2008-09-03
57.0,Belarus,BLR,518.0,536.0,0,UEFA,2008-09-03
58.0,Angola,ANG,513.0,522.0,0,CAF,2008-09-03
60.0,Honduras,HON,502.0,506.0,-1,CONCACAF,2008-09-03
61.0,Venezuela,VEN,496.0,508.0,1,CONMEBOL,2008-09-03
62.0,Gabon,GAB,485.0,448.0,-12,CAF,2008-09-03
63.0,Latvia,LVA,479.0,484.0,-2,UEFA,2008-09-03
59.0,Uzbekistan,UZB,505.0,545.0,4,AFC,2008-09-03
65.0,Cyprus,CYP,476.0,503.0,3,UEFA,2008-09-03
64.0,Burkina Faso,BFA,478.0,499.0,1,CAF,2008-09-03
72.0,Iraq,IRQ,439.0,433.0,-4,AFC,2008-09-03
71.0,Bolivia,BOL,443.0,460.0,2,CONMEBOL,2008-09-03
70.0,South Africa,RSA,447.0,451.0,-3,CAF,2008-09-03
73.0,Peru,PER,438.0,460.0,4,CONMEBOL,2008-09-03
68.0,Congo DR,COD,461.0,456.0,-4,CAF,2008-09-03
67.0,Slovakia,SVK,474.0,497.0,3,UEFA,2008-09-03
66.0,Bahrain,BHR,475.0,462.0,-1,AFC,2008-09-03
69.0,Zambia,ZAM,456.0,462.0,2,CAF,2008-09-03
69.0,Costa Rica,CRC,476.0,438.0,-4,CONCACAF,2008-10-08
76.0,Libya,LBY,444.0,386.0,-14,CAF,2008-10-08
75.0,Bosnia and Herzegovina,BIH,446.0,435.0,0,UEFA,2008-10-08
74.0,Bolivia,BOL,456.0,443.0,3,CONMEBOL,2008-10-08
73.0,Slovenia,SVN,457.0,415.0,-6,UEFA,2008-10-08
72.0,Bahrain,BHR,465.0,475.0,6,AFC,2008-10-08
70.0,Zambia,ZAM,468.0,456.0,1,CAF,2008-10-08
70.0,Uzbekistan,UZB,468.0,505.0,11,AFC,2008-10-08
77.0,Iraq,IRQ,443.0,439.0,5,AFC,2008-10-08
68.0,Angola,ANG,479.0,513.0,10,CAF,2008-10-08
57.0,Congo,CGO,536.0,355.0,-43,CAF,2008-10-08
66.0,Venezuela,VEN,484.0,496.0,5,CONMEBOL,2008-10-08
65.0,Moldova,MDA,500.0,573.0,17,UEFA,2008-10-08
64.0,Latvia,LVA,501.0,479.0,1,UEFA,2008-10-08
63.0,Burkina Faso,BFA,502.0,478.0,-1,CAF,2008-10-08
62.0,Hungary,HUN,507.0,561.0,12,UEFA,2008-10-08
61.0,Wales,WAL,518.0,549.0,8,UEFA,2008-10-08
60.0,Slovakia,SVK,521.0,474.0,-7,UEFA,2008-10-08
59.0,Belarus,BLR,522.0,518.0,2,UEFA,2008-10-08
58.0,Peru,PER,533.0,438.0,-15,CONMEBOL,2008-10-08
78.0,Qatar,QAT,436.0,412.0,-3,AFC,2008-10-08
56.0,Algeria,ALG,542.0,423.0,-20,CAF,2008-10-08
67.0,Gabon,GAB,481.0,485.0,5,CAF,2008-10-08
79.0,Kenya,KEN,433.0,395.0,-7,CAF,2008-10-08
90.0,The Gambia,GAM,389.0,386.0,0,CAF,2008-10-08
81.0,Benin,BEN,429.0,349.0,-23,CAF,2008-10-08
55.0,Korea Republic,KOR,552.0,558.0,4,AFC,2008-10-08
102.0,Ethiopia,ETH,348.0,324.0,-6,CAF,2008-10-08
103.0,Iceland,ISL,345.0,332.0,-4,UEFA,2008-10-08
101.0,Armenia,ARM,353.0,358.0,3,UEFA,2008-10-08
100.0,Mozambique,MOZ,355.0,351.0,-3,CAF,2008-10-08
99.0,Syria,SYR,361.0,364.0,2,AFC,2008-10-08
98.0,Cuba,CUB,366.0,383.0,6,CONCACAF,2008-10-08
97.0,Georgia,GEO,368.0,421.0,20,UEFA,2008-10-08
96.0,China PR,CHN,374.0,375.0,2,AFC,2008-10-08
95.0,Uganda,UGA,376.0,392.0,8,CAF,2008-10-08
80.0,Cyprus,CYP,430.0,476.0,15,UEFA,2008-10-08
94.0,Oman,OMA,380.0,383.0,2,AFC,2008-10-08
91.0,Zimbabwe,ZIM,385.0,406.0,8,CAF,2008-10-08
91.0,Togo,TOG,385.0,420.0,13,CAF,2008-10-08
89.0,Guatemala,GUA,394.0,356.0,-10,CONCACAF,2008-10-08
88.0,Trinidad and Tobago,TRI,404.0,414.0,8,CONCACAF,2008-10-08
87.0,Rwanda,RWA,410.0,400.0,2,CAF,2008-10-08
85.0,South Africa,RSA,411.0,447.0,15,CAF,2008-10-08
85.0,Congo DR,COD,411.0,461.0,17,CAF,2008-10-08
84.0,Canada,CAN,415.0,412.0,3,CONCACAF,2008-10-08
83.0,Albania,ALB,416.0,352.0,-19,UEFA,2008-10-08
82.0,Austria,AUT,422.0,354.0,-19,UEFA,2008-10-08
91.0,Panama,PAN,385.0,365.0,-5,CONCACAF,2008-10-08
54.0,New Zealand,NZL,584.0,316.0,-57,OFC,2008-10-08
4.0,Brazil,BRA,1280.0,1252.0,-2,CONMEBOL,2008-10-08
51.0,Belgium,BEL,589.0,530.0,-4,UEFA,2008-10-08
25.0,Ghana,GHA,839.0,864.0,5,CAF,2008-10-08
24.0,Mexico,MEX,841.0,807.0,0,CONCACAF,2008-10-08
22.0,Paraguay,PAR,860.0,801.0,-3,CONMEBOL,2008-10-08
22.0,Egypt,EGY,860.0,841.0,1,CAF,2008-10-08
21.0,USA,USA,861.0,788.0,-7,CONCACAF,2008-10-08
20.0,Uruguay,URU,887.0,817.0,-2,CONMEBOL,2008-10-08
19.0,Ukraine,UKR,893.0,799.0,-7,UEFA,2008-10-08
18.0,Romania,ROU,927.0,1007.0,5,UEFA,2008-10-08
17.0,Greece,GRE,945.0,921.0,-1,UEFA,2008-10-08
16.0,Israel,ISR,961.0,874.0,-3,UEFA,2008-10-08
26.0,Scotland,SCO,820.0,976.0,10,UEFA,2008-10-08
15.0,Bulgaria,BUL,969.0,976.0,-1,UEFA,2008-10-08
13.0,Turkey,TUR,1021.0,1033.0,3,UEFA,2008-10-08
12.0,Cameroon,CMR,1027.0,999.0,-2,CAF,2008-10-08
11.0,France,FRA,1035.0,1019.0,0,UEFA,2008-10-08
10.0,Portugal,POR,1075.0,1120.0,1,UEFA,2008-10-08
9.0,Russia,RUS,1076.0,1013.0,-3,UEFA,2008-10-08
8.0,Czechia,CZE,1111.0,1134.0,0,UEFA,2008-10-08
7.0,Argentina,ARG,1200.0,1230.0,0,CONMEBOL,2008-10-08
6.0,Croatia,CRO,1223.0,1266.0,1,UEFA,2008-10-08
5.0,Netherlands,NED,1258.0,1295.0,1,UEFA,2008-10-08
3.0,Germany,GER,1336.0,1329.0,0,UEFA,2008-10-08
14.0,England,ENG,982.0,991.0,-1,UEFA,2008-10-08
53.0,Mali,MLI,587.0,604.0,6,CAF,2008-10-08
27.0,Nigeria,NGA,818.0,791.0,0,CAF,2008-10-08
29.0,Côte d'Ivoire,CIV,779.0,814.0,6,CAF,2008-10-08
51.0,Saudi Arabia,KSA,589.0,573.0,3,AFC,2008-10-08
50.0,Honduras,HON,601.0,502.0,-10,CONCACAF,2008-10-08
49.0,Senegal,SEN,615.0,623.0,4,CAF,2008-10-08
48.0,IR Iran,IRN,619.0,614.0,2,AFC,2008-10-08
47.0,Tunisia,TUN,624.0,643.0,3,CAF,2008-10-08
46.0,North Macedonia,MKD,637.0,519.0,-10,UEFA,2008-10-08
45.0,Switzerland,SUI,641.0,644.0,2,UEFA,2008-10-08
43.0,Morocco,MAR,642.0,671.0,6,CAF,2008-10-08
43.0,Finland,FIN,642.0,649.0,1,UEFA,2008-10-08
42.0,Ecuador,ECU,661.0,556.0,-10,CONMEBOL,2008-10-08
28.0,Sweden,SWE,794.0,773.0,-3,UEFA,2008-10-08
41.0,Guinea,GUI,670.0,650.0,0,CAF,2008-10-08
39.0,Norway,NOR,680.0,733.0,5,UEFA,2008-10-08
38.0,Republic of Ireland,IRL,701.0,662.0,0,UEFA,2008-10-08
37.0,Lithuania,LTU,706.0,545.0,-17,UEFA,2008-10-08
36.0,Chile,CHI,714.0,654.0,-4,CONMEBOL,2008-10-08
35.0,Northern Ireland,NIR,721.0,761.0,3,UEFA,2008-10-08
34.0,Australia,AUS,737.0,655.0,-5,AFC,2008-10-08
33.0,Colombia,COL,739.0,785.0,4,CONMEBOL,2008-10-08
32.0,Japan,JPN,747.0,707.0,-3,AFC,2008-10-08
31.0,Denmark,DEN,760.0,696.0,-5,UEFA,2008-10-08
30.0,Poland,POL,763.0,779.0,0,UEFA,2008-10-08
40.0,Serbia,SRB,673.0,746.0,7,UEFA,2008-10-08
104.0,Haiti,HAI,340.0,290.0,-13,CONCACAF,2008-10-08
104.0,Cabo Verde,CPV,340.0,391.0,15,CAF,2008-10-08
107.0,Korea DPR,PRK,315.0,296.0,-9,AFC,2008-10-08
182.0,Afghanistan,AFG,43.0,40.0,0,AFC,2008-10-08
181.0,Nicaragua,NCA,45.0,45.0,1,CONCACAF,2008-10-08
180.0,Palestine,PLE,50.0,71.0,7,AFC,2008-10-08
179.0,Bangladesh,BAN,55.0,62.0,0,AFC,2008-10-08
178.0,Samoa,SAM,64.0,64.0,1,OFC,2008-10-08
177.0,Dominican Republic,DOM,66.0,66.0,1,CONCACAF,2008-10-08
176.0,British Virgin Islands,VGB,67.0,79.0,6,CONCACAF,2008-10-08
175.0,Nepal,NEP,68.0,64.0,-2,AFC,2008-10-08
173.0,Belize,BLZ,71.0,71.0,0,CONCACAF,2008-10-08
173.0,Chinese Taipei,TPE,71.0,68.0,-2,AFC,2008-10-08
182.0,Cambodia,CAM,43.0,43.0,1,AFC,2008-10-08
172.0,Guinea-Bissau,GNB,72.0,72.0,0,CAF,2008-10-08
170.0,Bahamas,BAH,81.0,94.0,5,CONCACAF,2008-10-08
169.0,Turks and Caicos Islands,TCA,83.0,96.0,6,CONCACAF,2008-10-08
168.0,Pakistan,PAK,87.0,88.0,0,AFC,2008-10-08
165.0,Vietnam,VIE,89.0,92.0,-1,AFC,2008-10-08
165.0,Philippines,PHI,89.0,89.0,-2,AFC,2008-10-08
165.0,Sri Lanka,SRI,89.0,95.0,1,AFC,2008-10-08
164.0,Seychelles,SEY,96.0,117.0,7,CAF,2008-10-08
163.0,Solomon Islands,SOL,100.0,140.0,10,OFC,2008-10-08
162.0,Cayman Islands,CAY,101.0,36.0,-22,CONCACAF,2008-10-08
161.0,St Lucia,LCA,108.0,108.0,0,CONCACAF,2008-10-08
171.0,Mauritius,MRI,74.0,82.0,2,CAF,2008-10-08
184.0,Brunei Darussalam,BRU,36.0,36.0,0,AFC,2008-10-08
184.0,Andorra,AND,36.0,33.0,-2,UEFA,2008-10-08
186.0,Djibouti,DJI,35.0,40.0,4,CAF,2008-10-08
1.0,Spain,ESP,1643.0,1565.0,0,UEFA,2008-10-08
208.0,Sao Tome and Principe,STP,0.0,0.0,0,CAF,2008-10-08
200.0,Anguilla,AIA,0.0,0.0,0,CONCACAF,2008-10-08
200.0,San Marino,SMR,0.0,0.0,0,UEFA,2008-10-08
200.0,Guam,GUM,0.0,0.0,0,AFC,2008-10-08
200.0,American Samoa,ASA,0.0,0.0,0,OFC,2008-10-08
200.0,Timor-Leste,TLS,0.0,0.0,0,AFC,2008-10-08
200.0,Montserrat,MSR,0.0,0.0,0,CONCACAF,2008-10-08
200.0,Cook Islands,COK,0.0,0.0,0,OFC,2008-10-08
200.0,Papua New Guinea,PNG,0.0,0.0,0,OFC,2008-10-08
199.0,Central African Republic,CTA,6.0,6.0,0,CAF,2008-10-08
198.0,Faroe Islands,FRO,7.0,7.0,0,UEFA,2008-10-08
197.0,Somalia,SOM,8.0,8.0,0,CAF,2008-10-08
196.0,Macau,MAC,11.0,11.0,0,AFC,2008-10-08
195.0,Comoros,COM,13.0,13.0,0,CAF,2008-10-08
194.0,US Virgin Islands,VIR,17.0,17.0,0,CONCACAF,2008-10-08
193.0,Aruba,ARU,22.0,22.0,0,CONCACAF,2008-10-08
192.0,Mongolia,MNG,24.0,24.0,0,AFC,2008-10-08
191.0,Dominica,DMA,25.0,25.0,0,CONCACAF,2008-10-08
190.0,Laos,LAO,28.0,27.0,0,AFC,2008-10-08
187.0,Bhutan,BHU,32.0,32.0,0,AFC,2008-10-08
187.0,Tonga,TGA,32.0,32.0,0,OFC,2008-10-08
187.0,Tahiti,TAH,32.0,32.0,0,OFC,2008-10-08
160.0,Malaysia,MAS,109.0,108.0,-1,AFC,2008-10-08
106.0,Sudan,SDN,326.0,333.0,0,CAF,2008-10-08
159.0,Lesotho,LES,113.0,119.0,3,CAF,2008-10-08
157.0,Myanmar,MYA,116.0,112.0,-3,AFC,2008-10-08
129.0,Bermuda,BER,251.0,245.0,4,CONCACAF,2008-10-08
128.0,Burundi,BDI,252.0,237.0,2,CAF,2008-10-08
127.0,Kyrgyz Republic,KGZ,253.0,253.0,3,AFC,2008-10-08
126.0,Namibia,NAM,259.0,257.0,5,CAF,2008-10-08
125.0,St Vincent and the Grenadines,VIN,261.0,173.0,-22,CONCACAF,2008-10-08
124.0,Kuwait,KUW,272.0,285.0,5,AFC,2008-10-08
123.0,Luxembourg,LUX,273.0,145.0,-29,UEFA,2008-10-08
122.0,New Caledonia,NCL,275.0,368.0,27,OFC,2008-10-08
121.0,Equatorial Guinea,EQG,284.0,392.0,34,CAF,2008-10-08
120.0,El Salvador,SLV,285.0,220.0,-11,CONCACAF,2008-10-08
130.0,Hong Kong,HKG,250.0,256.0,8,AFC,2008-10-08
119.0,Chad,CHA,288.0,236.0,-8,CAF,2008-10-08
117.0,Montenegro,MNE,294.0,198.0,-19,UEFA,2008-10-08
116.0,Jamaica,JAM,295.0,339.0,11,CONCACAF,2008-10-08
115.0,Botswana,BOT,296.0,299.0,0,CAF,2008-10-08
114.0,Barbados,BRB,300.0,202.0,-20,CONCACAF,2008-10-08
112.0,Thailand,THA,303.0,305.0,-2,AFC,2008-10-08
112.0,Jordan,JOR,303.0,306.0,-1,AFC,2008-10-08
110.0,Tanzania,TAN,307.0,290.0,-7,CAF,2008-10-08
110.0,United Arab Emirates,UAE,307.0,323.0,1,AFC,2008-10-08
109.0,Malawi,MWI,310.0,317.0,-1,CAF,2008-10-08
108.0,Suriname,SUR,311.0,405.0,24,CONCACAF,2008-10-08
118.0,Guyana,GUY,290.0,315.0,6,CONCACAF,2008-10-08
158.0,Turkmenistan,TKM,115.0,114.0,0,AFC,2008-10-08
131.0,Kazakhstan,KAZ,247.0,270.0,11,UEFA,2008-10-08
133.0,Sierra Leone,SLE,232.0,181.0,-12,CAF,2008-10-08
156.0,St Kitts and Nevis,SKN,123.0,113.0,-3,CONCACAF,2008-10-08
155.0,Tajikistan,TJK,155.0,136.0,1,AFC,2008-10-08
154.0,Maldives,MDV,156.0,133.0,-1,AFC,2008-10-08
153.0,Liberia,LBR,159.0,183.0,9,CAF,2008-10-08
